Concept,Vision,Bright,Dark,Color,Pattern,Large,Small,Motion,Biomotion,Fast,Slow,Shape,Complexity,Face,Body,Touch,Hot,Cold,Smooth,Rough,Light,Heavy,Pain,Audition,Loud,Low,High,Sound,Music,Speech,Taste,Smell,Head,UpperLimb,LowerLimb,Practice,Landmark,Path,Scene,Near,Toward,Away,Number,Time,Duration,Long,Short,Caused,Consequential,Social,Human,Communication,Self,Cognition,Benefit,Harm,Pleasant,Unpleasant,Happy,Sad,Angry,Disgusted,Fearful,Surprised,Drive,Needs,Attention,Arousal
accident,4,3,3,4,3,3,3,4,5,4,3,3,4,4,4,4,4,3,4,3,3,3,5,4,0,3,3,4,4,3,4,4,4,4,4,0,3,4,3,3,4,4,3,0,4,3,4,3,4,4,0,4,4,4,4,3,3,3,4,4,3,0,4,3,4,4,4,4
accordion,4,4,3,3,4,3,3,4,4,4,3,6,4,3,0,5,3,3,3,3,4,3,0,6,5,3,4,6,6,2,0,3,3,5,0,0,3,4,4,0,4,3,2,3,3,3,0,4,4,4,0,4,3,4,4,0,3,0,5,0,0,0,0,4,4,3,4,3
activist,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4,3,4,3,4,4,4,4,5,5,0,6,4,5,5,3,3,3,3,3,4,3,3,4,6,3,4,4
actor,3,4,0,4,4,3,3,5,4,4,4,3,3,0,4,5,0,0,4,3,4,0,4,3,4,4,4,4,4,4,4,4,5,4,5,0,3,4,4,3,3,3,3,4,4,4,4,3,5,6,0,5,4,5,4,3,4,0,3,3,0,0,3,5,4,4,4,4
advantage,4,4,4,5,5,5,5,4,4,5,4,6,4,4,4,5,3,4,5,4,6,4,3,3,3,4,4,5,4,6,5,5,4,5,4,0,4,5,3,4,5,4,4,4,4,4,4,4,4,5,0,5,3,5,6,3,4,3,6,3,3,0,3,4,5,5,4,4
advice,4,4,4,3,4,0,3,4,4,5,3,3,4,4,0,3,3,4,0,3,4,4,3,4,4,0,0,3,3,4,4,3,4,4,3,0,3,4,4,4,4,4,4,4,3,4,4,4,5,5,0,6,3,6,5,3,4,4,5,4,3,4,3,4,5,4,4,4
aggressive,3,4,4,4,4,3,3,3,4,5,2,3,0,3,3,3,4,3,2,3,2,4,4,4,5,3,4,3,4,4,3,3,4,4,4,0,3,4,0,4,4,3,3,3,3,3,4,0,3,4,3,4,3,4,3,4,0,3,3,3,4,5,3,4,4,3,4,4
agreement,4,4,3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3,4,4,3,4,3,3,5,3,0,3,4,3,4,4,4,4,3,4,3,3,3,6,6,0,6,4,6,4,3,4,3,5,3,4,0,4,3,4,4,4,4
airport,4,5,3,3,5,5,3,6,4,3,3,5,4,0,0,4,3,3,3,3,3,0,4,3,0,3,3,5,3,0,3,5,0,0,0,0,5,4,6,3,4,5,0,0,3,2,0,4,5,4,0,0,3,3,3,0,3,0,3,3,0,0,0,3,3,0,3,3
alligator,4,3,4,4,6,6,0,5,4,0,3,5,4,0,0,4,3,4,2,5,2,5,2,0,3,4,0,5,4,0,4,3,2,0,0,0,3,4,4,0,4,4,0,0,3,0,0,0,4,0,0,0,3,0,0,3,0,0,3,3,3,3,4,3,0,0,4,4
ambulance,4,5,3,6,4,6,2,5,4,6,2,5,3,3,3,4,3,4,0,0,3,4,6,5,6,6,6,6,3,0,0,4,0,0,0,0,3,4,5,3,3,4,0,0,3,0,3,3,5,3,0,0,0,0,6,0,3,0,3,2,0,0,0,0,4,4,4,4
analogy,4,4,5,4,3,3,3,3,4,4,4,4,4,0,3,3,4,4,4,4,4,3,3,4,3,4,3,3,4,4,4,3,4,4,4,0,3,5,3,4,4,4,4,3,4,3,4,3,4,4,0,6,4,6,5,3,5,3,6,3,3,3,4,4,4,5,5,4
angry,0,0,3,3,3,0,3,4,4,4,3,3,0,4,3,0,3,3,0,3,0,3,3,3,0,4,4,3,3,4,4,0,5,4,4,0,0,4,3,3,4,4,3,0,0,3,3,0,3,5,4,3,3,5,0,3,0,3,2,3,5,4,3,2,4,0,3,4
animosity,4,3,4,3,3,3,3,4,3,3,4,2,4,3,2,3,4,4,3,4,2,4,4,3,3,3,3,3,4,4,4,3,4,4,3,0,3,3,3,3,4,4,3,2,4,5,4,4,5,5,0,5,3,5,3,3,0,4,0,2,6,4,2,0,4,3,3,4
ant,3,4,3,3,3,0,6,5,4,3,3,4,3,0,0,4,0,0,0,4,6,0,3,3,0,0,0,3,3,0,0,3,3,5,3,0,3,4,4,3,4,3,3,4,4,3,3,3,4,4,0,4,3,3,4,0,0,3,6,3,0,0,4,3,4,4,3,4
apartment,4,5,3,3,4,4,3,4,3,4,3,5,3,0,0,4,4,4,3,4,0,0,3,3,4,3,3,4,3,0,4,5,0,0,0,0,4,4,6,4,4,4,3,0,4,3,0,4,4,4,0,3,4,4,3,0,3,0,5,3,0,0,0,3,3,4,3,3
apology,5,3,3,3,2,0,3,3,3,4,3,3,4,3,0,3,3,3,3,3,4,4,3,4,4,3,0,3,4,3,3,3,4,3,0,0,3,3,4,3,4,4,4,3,4,4,4,5,5,6,0,6,4,6,4,4,4,3,3,3,3,0,0,3,3,3,4,3
applause,4,4,3,3,3,0,3,5,4,4,4,3,3,3,0,3,0,3,2,3,2,3,3,6,6,3,4,6,5,4,0,0,4,6,0,0,3,3,5,4,4,4,3,4,4,2,6,4,6,5,0,6,4,4,4,0,4,3,4,0,0,2,0,3,5,5,4,5
approached,4,4,3,5,4,4,3,4,3,4,4,3,3,4,4,4,3,3,3,3,3,0,3,4,3,4,3,4,4,4,4,4,4,4,4,0,5,4,4,4,3,3,4,3,4,4,4,4,5,5,6,6,4,6,4,3,4,0,5,3,3,4,3,4,4,5,4,4
