Concept,Vision,Bright,Dark,Color,Pattern,Large,Small,Motion,Biomotion,Fast,Slow,Shape,Complexity,Face,Body,Touch,Hot,Cold,Smooth,Rough,Light,Heavy,Pain,Audition,Loud,Low,High,Sound,Music,Speech,Taste,Smell,Head,UpperLimb,LowerLimb,Practice,Landmark,Path,Scene,Near,Toward,Away,Number,Time,Duration,Long,Short,Caused,Consequential,Social,Human,Communication,Self,Cognition,Benefit,Harm,Pleasant,Unpleasant,Happy,Sad,Angry,Disgusted,Fearful,Surprised,Drive,Needs,Attention,Arousal
accident,2,3,3,5,4,4,3,3,3,2,3,4,3,0,1,4,1,1,3,3,"I don't have enough information about the ""thing"" you're referring to, and therefore, I cannot assess its weight.",3,2,0,0,4,6,4,6,5,0,4,6,4,2,0,4,5,4,2,4,6,3,3,6,1,4,1,5,6,1,4,4,4,4,4,3,3,3,6,5,5,5,6,4,0,6,4
accordion,4,2,4,5,4,3,6,6,4,2,2,3,4,4,2,6,5,0,2,4,3,4,2,6,6,2,4,4,4,6,0,2,2,6,"4

(Musical instruments often have body and hand parts)",0,0,1,3,3,2,5,3,4,2,2,4,4,6,5,1,3,0,0,3,0,4,3,3,3,0,2,0,0,1,4,2,2
activist,1,3,3,5,6,5,3,0,0,0,5,5,3,4,5,0,0,0,0,0,4,5,4,2,4,0,5,3,0,0,2,2,1,3,4,0,0,4,0,0,4,5,2,4,2,4,4,3,3,3,1,4,4,6,5,0,3,0,0,0,6,0,3,3,2,3,4,4
actor,0,0,0,0,0,0,3,0,0,0,4,0,3,0,4,4,0,0,3,0,3,4,3,4,0,3,3,3,4,4,0,3,2,3,4,0,4,6,4,0,1,0,3,1,1,4,1,4,5,5,2,4,3,4,3,3,3,3,6,1,0,5,3,5,2,1,5,6
advantage,5,4,0,3,0,0,5,0,1,0,0,0,0,5,0,1,0,5,0,4,3,2,0,3,0,6,4,5,6,5,2,4,2,6,6,0,0,4,4,4,3,2,4,4,0,5,4,6,5,6,0,6,3,6,6,2,4,3,3,6,0,3,1,3,4,5,4,6
advice,6,5,0,0,6,0,2,0,2,0,0,4,4,4,0,2,0,4,0,0,0,4,0,5,1,4,0,5,3,0,2,5,6,5,4,0,0,6,6,3,2,2,3,4,2,1,0,3,3,3,0,3,3,5,5,2,3,1,4,0,4,0,0,6,4,0,0,2
aggressive,1,5,5,6,4,0,5,4,4,5,3,5,3,3,5,3,5,5,0,4,4,6,3,5,4,0,0,5,2,0,0,6,3,5,3,0,3,4,0,4,3,0,3,2,2,3,3,0,2,6,0,6,4,4,5,0,0,6,1,5,2,2,3,1,2,2,4,2
agreement,3,5,0,1,0,0,2,6,0,0,4,2,2,2,5,0,0,4,0,0,2,2,2,3,2,0,5,5,3,4,4,4,5,2,4,1,6,6,4,4,2,5,2,2,3,6,1,0,5,6,1,5,5,5,6,6,6,5,6,0,3,4,2,4,4,3,4,4
airport,6,3,2,4,2,3,3,4,0,0,4,3,3,4,6,2,3,3,0,0,3,1,2,1,3,4,3,4,2,3,4,3,4,4,0,1,0,6,3,4,5,3,6,4,3,5,2,I need more information about the situation you're referring to.,0,4,2,2,2,2,6,0,3,3,4,0,0,0,3,2,3,1,3,5
alligator,2,2,4,6,5,4,5,4,3,5,1,5,2,6,3,6,0,0,6,4,1,2,6,6,1,4,2,4,4,6,6,4,3,4,6,1,3,4,5,0,3,5,2,1,4,3,1,2,2,2,6,5,0,4,3,2,2,4,0,0,2,0,0,2,0,3,5,1
ambulance,6,5,4,4,4,4,6,2,4,3,6,6,3,0,5,6,0,0,5,0,3,4,5,6,4,5,6,3,6,5,4,1,1,1,5,0,3,3,2,1,4,2,1,1,5,4,2,"Historically in various media and everyday situations, an ambulance typically arrives on the scene in response to a preceding event or call for help, which suggests a considerable rating. 6.",4,5,3,3,0,1,5,2,2,4,0,3,0,0,5,0,2,0,5,2
analogy,4,6,3,3,6,0,6,0,0,3,4,2,3,4,5,2,0,0,2,3,5,2,4,4,6,1,4,4,6,4,0,4,4,4,6,1,1,4,5,5,3,5,5,6,4,4,2,3,1,6,4,5,0,5,6,3,6,2,4,4,0,0,6,5,6,6,5,5
angry,0,0,0,6,0,3,0,3,0,6,4,3,0,3,4,0,4,5,0,0,5,3,3,0,4,0,5,3,0,4,0,0,2,0,1,0,5,0,0,0,5,4,0,5,4,5,2,0,0,2,0,5,2,6,0,3,5,1,6,5,2,6,3,3,3,4,4,4
animosity,3,4,0,0,2,2,2,0,2,5,4,4,0,4,5,0,0,1,0,0,3,6,2,0,0,0,6,4,3,6,0,4,3,2,3,0,0,6,0,3,4,4,2,6,1,3,0,3,3,4,0,4,5,5,5,3,1,5,4,2,5,2,3,2,4,5,5,4
ant,1,0,I don't think about ants as visually dark at all.,4,4,0,6,0,5,3,2,4,3,2,0,No occurring value.,0,4,0,3,0,0,3,3,4,5,6,3,6,4,0,5,2,3,6,4.,0,6,1,0,6,0,0,0,2,3,5,3,6,0,3,6,0,3,2,0,0,0,0,0,0,0,3,0,2,0,6,3
apartment,5,5,3,3,3,3,0,6,0,4,0,0,3,6,6,1,0,5,2,3,2,0,2,0,0,1,0,0,6,6,5,3,2,4,1,0,1,2,4,0,1,6,1,0,4,4,4,0,1,2,5,1,1,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
apology,0,3,0,5,0,3,1,2,6,2,1,3,2,0,6,0,0,0,0,3,3,4,6,4,1,1,0,6,0,4,2,2,3,3,4,0,0,4,0,4,4,4,2,5,3,4,4,1,4,6,0,4,4,4,5,2,5,1,2,2,6,5,3,0,2,2,5,0
applause,6,4,3,1,2,3,4,5,5,6,1,4,4,0,5,4,0,0,1,0,0,5,6,6,4,5,3,6,1,1,1,2,4,4,5,0,0,2,2,4,4,2,2,2,3,6,4,4,5,5,0,4,4,4,5,0,2,3,5,3,0,0,3,3,6,2,4,0
approached,5,2,0,6,0,5,4,0,4,4,3,2,0,0,3,0,5,4,4,4,0,5,0,4,4,0,3,1,6,4,2,4,4,5,5,0,4,4.,6,2,3,4,2,6,3,2,0,4,5,6,3,6,1,5,4,0,0,0,2,6,0,0,1,4,6,0,6,5
apricot,0,3,2,4,4,2,3,0,6,0,4,4,4,5,4,5,3,0,2,4,2,0,5,1,4,4,4,2,0,6,6,3,4,3,6,0,1,5,0,0,5,0,0,0,0,0,0,5,5,0,0,3,0,0,5,0,0,2,4,1,2,0,0,0,0,0,0,2
arm,2,0,0,0,4,I don't have enough information.,0 (I'm not considering a conventional arm for this assessment),1,3,3,3,5,5,5,3,5,0,0,3,0,0,0,0,0,4,0,1,4,3,0,3,3,5,5,3,0,5,5,3,0,1,4,3,0,0,1,5,6,2,3,0,2,1,3,0,4,3,4,0,0,0,0,0,0,0,3,6,2
army,2,3,6,4,5,5,3,5,3,3,4,5,3,2,0,4,0,3,0,3,3,5,5,0,3,4,0,0,4,2,2,6,2,4,4,0,0,0,5,3,3,5,2,3,4,4,5,6,3,6,4,4,0,4,4,2,0,3,0,3,0,0,1,0,4,0,4,4
arrested,4,2,6,6,4,5,0,4,4,6,4,4,3,4,3,0,3,4,0,4,4,2,6,2,0,3,5,4,3,6,5,4,3,0,2,0,2,5,4,2,2,5,2,3,0,5,5,4,4,3,6,5,4,2,5,2,4,0,1,3,6,3,5,4,4,1,6,1
artist,0,6,2,4,0,3,0,0,6,3,1,6,0,4,5,0,0,4,5,0,3,5,4,3,5,3,4,1,6,6,0,6,6,4,1,0,3,6,5,0,5,3,1,4,0,2,0,4,0,4,0,6,3,4,5,0,0,3,4,3,0,0,0,3,2,4,4,4
asparagus,5,5,4,5,6,3,1,6,3,1,0,5,4,1,4,4,0,0,2,5,3,3,1,0,0,0,4,2,1,4,4,5,2,3,4,0,0,3,4,0,3,6,2,0,0,1,5,4,1,0,1,1,3,6,3,2,2,0,2,0,0,3,0,0,0,0,2,3
