Concept,Vision,Bright,Dark,Color,Pattern,Large,Small,Motion,Biomotion,Fast,Slow,Shape,Complexity,Face,Body,Touch,Hot,Cold,Smooth,Rough,Light,Heavy,Pain,Audition,Loud,Low,High,Sound,Music,Speech,Taste,Smell,Head,UpperLimb,LowerLimb,Practice,Landmark,Path,Scene,Near,Toward,Away,Number,Time,Duration,Long,Short,Caused,Consequential,Social,Human,Communication,Self,Cognition,Benefit,Harm,Pleasant,Unpleasant,Happy,Sad,Angry,Disgusted,Fearful,Surprised,Drive,Needs,Attention,Arousal
accident,3,4,4,3,5,4,3,4,4,5,4,4,3,4,4,2,2,3,4,3,3,4,4,2,2,2,2,4,4,1,1,4,4,5,4,0,2,4,4,5,1,4,4,4,4,2,4,4,5,4,3,4,4,4,4,4,2,6,4,2,0,0,4,2,3,3,4,2
accordion,4,4,3,4,4,4,5,4,4,4,3,5,4,2,4,4,4,0,2,4,4,4,3,4,6,4,4,4,6,2,2,4,4,4,5,0,4,5,4,1,4,4,2,2,4,4,4,4,4,6,4,5,0,4,2,0,2,0,2,2,0,0,0,0,0,0,4,4
activist,4,5,4,4,3,2,3,3,5,6,4,5,5,4,5,4,3,2,4,2,4,3,2,5,4,3,4,4,4,3,5,4,4,4,4,0,4,5,4,2,5,5,2,3,3,4,2,2,4,5,4,5,2,4,3,0,2,0,3,0,0,0,1,3,2,3,4,4
actor,2,5,5,3,5,3,1,4,4,2,3,5,4,4,4,5,2,2,0,3,4,3,5,4,4,3,4,4,4,4,5,4,5,4,5,3,2,3,5,4,3,5,5,4,4,4,2,2,5,5,2,4,4,4,5,1,4,0,4,0,2,0,0,4,4,0,4,4
advantage,4,5,3,5,5,5,5,4,4,5,4,5,5,4,4,5,2,4,4,3,5,4,4,4,4,5,4,4,5,4,2,4,4,4,5,2,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,2,1,4,0,2,0,2,2,5,4,3,4
advice,4,0,2,2,2,0,2,0,3,1,2,2,4,2,2,3,2,2,0,0,3,2,4,4,0,2,2,3,6,1,2,2,5,5,4,0,2,4,4,3,4,3,3,1,4,2,2,4,6,4,2,4,2,4,0,1,3,2,2,3,0,0,1,1,2,4,2,4
aggressive,4,2,4,4,4,4,4,4,4,2,3,4,3,4,3,3,5,2,0,5,6,4,4,4,4,4,4,5,4,4,4,5,4,5,3,3,2,4,4,2,4,5,4,2,4,3,4,5,5,4,4,2,2,4,4,5,2,5,2,2,4,4,3,3,4,4,4,4
agreement,2,4,4,0,4,3,3,4,2,6,4,4,4,2,2,2,2,3,4,0,2,4,2,4,4,3,2,5,4,4,4,4,5,5,4,0,2,4,4,4,3,4,4,2,4,2,3,2,4,4,4,5,5,6,5,4,4,2,3,2,0,0,3,2,3,4,4,5
airport,4,4,5,4,4,4,0,4,5,4,5,4,4,4,4,4,2,4,0,0,4,2,4,2,4,2,1,5,4,2,1,4,3,4,5,2,5,6,5,4,5,4,0,4,4,4,3,4,5,4,5,3,0,3,4,0,2,1,2,1,0,1,4,4,2,1,4,4
alligator,4,2,4,6,5,4,2,4,5,2,1,5,4,4,5,4,4,2,1,4,2,4,3,2,2,2,0,4,1,4,4,4,4,6,4,0,4,5,4,2,2,4,2,2,4,2,2,4,3,5,2,4,0,4,2,4,2,2,0,0,0,4,4,0,0,1,4,3
ambulance,4,5,3,5,3,3,2,5,5,5,4,4,5,2,2,4,0,0,0,2,3,4,4,2,5,5,5,4,2,2,1,4,1,4,4,0,4,5,4,2,4,4,4,2,4,1,4,4,4,4,1,2,0,2,5,3,1,3,0,3,0,2,2,2,2,0,4,4
analogy,1,4,4,2,3,2,4,4,5,4,4,4,4,4,4,2,4,2,0,0,4,4,4,3,1,2,0,5,2,2,2,4,5,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,4,0,4,4,4,4,3,2,2,0,0,0,2,3,4,4,4
angry,1,4,2,4,2,3,4,4,4,4,4,4,4,3,4,5,4,2,2,4,2,4,4,4,4,6,3,4,3,4,0,2,4,4,4,0,4,4,3,4,2,4,4,4,3,5,4,2,4,4,5,2,3,4,2,4,0,4,2,4,4,4,4,3,4,2,6,3
animosity,3,4,6,0,3,4,3,2,4,3,2,1,5,4,2,2,1,2,0,0,1,4,4,3,0,3,3,4,4,4,1,4,4,4,2,0,1,4,4,4,3,3,4,4,2,4,4,5,5,4,2,4,4,5,4,2,0,3,0,0,4,0,0,0,2,2,3,5
ant,4,4,5,5,5,2,3,2,4,3,4,3,4,5,4,4,0,3,3,4,2,2,4,2,3,4,4,4,2,2,4,4,3,4,3,0,3,4,4,2,4,4,4,1,4,3,2,5,5,4,2,4,2,4,4,0,3,2,0,0,0,0,0,1,0,0,3,3
apartment,4,4,3,4,2,3,4,4,4,4,3,4,4,5,4,4,3,5,0,3,4,2,2,2,4,4,3,4,4,2,3,4,4,3,3,0,5,4,3,5,4,3,4,4,4,0,4,4,4,4,2,3,4,3,4,0,2,0,0,0,0,0,0,0,0,0,4,0
apology,4,4,5,0,2,4,2,4,4,4,3,2,3,6,6,2,0,2,3,2,2,4,4,3,0,2,2,4,6,2,2,1,4,4,4,0,2,1,2,4,4,4,3,3,4,4,2,4,5,5,4,6,5,6,4,2,2,0,3,0,3,4,0,2,4,4,2,4
applause,2,4,4,0,4,2,2,5,4,5,2,4,2,2,2,2,0,1,0,0,2,4,4,4,5,2,4,5,5,3,0,2,4,4,4,0,2,4,4,4,4,4,2,3,2,2,4,4,2,5,4,5,4,4,2,0,4,0,4,0,0,0,0,2,2,0,2,4
approached,4,4,4,5,5,4,4,3,5,4,4,4,4,4,4,4,3,3,4,4,4,4,2,4,3,4,4,4,3,2,4,2,3,4,3,1,5,4,4,2,2,4,4,4,4,5,2,4,4,4,4,5,0,5,3,4,0,0,3,4,4,5,2,4,4,2,4,2
apricot,5,4,3,4,4,2,2,2,4,1,3,3,3,5,2,2,2,0,4,1,4,0,2,0,0,0,0,4,0,2,3,4,3,4,3,0,2,1,4,2,4,5,4,2,4,2,2,2,2,2,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,2,3
arm,4,4,4,2,5,2,3,4,5,4,2,4,4,4,4,5,4,3,3,4,4,4,0,2,4,1,3,4,4,4,0,4,4,5,4,0,5,4,2,3,4,4,3,4,4,3,4,4,4,5,2,4,2,5,5,0,0,5,0,0,0,0,0,3,3,1,4,3
army,2,2,4,4,4,4,2,4,4,4,2,5,3,2,3,4,4,3,3,4,4,3,4,2,2,4,4,4,3,4,4,4,4,4,5,0,4,4,4,4,4,4,5,5,4,4,4,4,5,6,3,4,4,4,4,2,4,0,0,0,2,0,0,0,0,0,4,4
arrested,4,4,5,5,4,3,2,4,2,4,2,4,2,4,5,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,0,4,4,6,3,4,2,2,2,2,2,4,3,5,5,3,4,0,4,2,0,0,0,4,4,4,3,4,4,4,4,4,4
artist,2,4,5,3,5,5,4,5,4,4,3,4,4,4,4,4,2,4,0,2,2,4,4,5,5,2,2,4,4,3,4,4,4,5,5,2,4,4,4,4,4,3,4,4,4,3,4,2,2,5,3,5,4,5,5,2,2,0,2,3,0,0,2,4,4,1,4,5
asparagus,4,4,4,4,4,2,3,2,3,4,2,5,3,2,2,4,2,4,5,4,4,2,1,0,2,2,2,4,2,0,4,4,4,6,2,0,4,1,4,2,2,4,3,4,4,1,2,4,4,2,0,4,0,2,4,0,1,0,0,0,0,0,0,0,0,0,2,0
ate,5,3,4,4,4,3,2,2,4,4,5,3,3,5,3,4,4,4,4,3,4,3,2,4,4,4,3,4,2,4,2,4,3,4,2,0,4,4,3,3,4,4,4,3,4,4,4,4,5,4,5,5,0,5,4,2,0,0,4,4,4,2,4,3,4,5,4,3
attribute,4,4,4,4,4,2,3,4,4,4,4,4,3,3,4,4,4,4,0,3,3,4,2,2,5,0,4,5,4,5,4,4,5,4,5,0,2,4,4,5,3,4,3,4,4,4,4,2,5,5,2,4,0,3,3,4,0,0,0,0,0,0,0,4,0,3,4,2
audience,4,4,3,4,3,4,2,4,4,4,2,4,4,4,3,4,3,3,0,4,3,4,4,3,0,2,4,5,4,2,4,4,4,4,5,2,3,4,4,4,3,5,4,4,5,4,3,3,4,5,4,4,5,5,4,0,0,1,2,0,0,0,0,3,5,2,4,4
author,4,4,5,4,3,4,2,3,3,5,4,4,4,4,4,3,0,2,3,0,3,3,4,2,4,3,2,4,3,4,5,4,4,4,5,0,2,5,5,2,4,3,4,4,4,4,2,3,4,4,4,6,4,4,5,4,0,3,2,2,0,0,4,2,4,5,4,4
avalanche,4,5,4,4,4,4,2,4,5,5,3,4,4,2,2,2,3,2,0,2,3,2,2,1,5,2,0,4,2,2,3,3,4,4,4,0,4,4,5,2,4,4,4,2,4,2,4,5,4,2,4,4,2,6,2,4,0,0,0,0,0,0,0,4,0,3,4,4
awe,3,4,4,4,4,4,3,4,5,4,3,4,5,3,3,2,3,3,2,4,3,4,5,1,1,2,4,4,4,4,2,4,5,5,4,0,4,4,5,4,4,4,3,4,5,4,5,4,5,3,2,4,4,4,4,4,0,0,2,2,2,4,3,4,4,2,4,4
axe,2,4,4,4,4,2,2,4,5,4,4,5,4,3,2,4,4,3,2,5,4,2,4,2,5,2,2,5,4,2,4,4,2,4,4,0,4,4,4,4,5,5,3,4,3,2,2,4,4,4,2,4,3,4,4,2,0,1,0,0,1,0,0,0,0,2,4,1
bagpipe,2,2,5,2,4,4,4,5,5,5,2,4,2,2,5,4,2,0,1,6,2,4,4,4,5,4,6,5,4,2,2,4,5,4,3,0,4,4,4,2,2,4,2,4,4,4,5,4,3,5,0,2,0,4,2,2,1,1,0,2,0,0,1,0,0,0,3,2
ball,4,4,3,4,4,1,2,2,4,4,2,5,4,2,4,4,2,0,2,4,2,4,3,0,3,4,2,4,4,2,4,2,4,5,4,0,2,5,3,4,4,5,6,0,4,4,4,4,5,2,2,5,0,4,2,2,0,3,4,3,0,0,0,4,1,3,4,4
banana,4,4,2,4,5,0,3,3,4,4,2,4,3,4,2,5,0,0,2,4,2,0,3,0,0,2,0,4,2,0,4,5,4,4,4,0,2,6,4,2,4,4,4,2,4,3,3,2,4,2,0,4,0,4,2,0,2,0,1,0,0,0,0,0,2,3,3,3
banjo,0,4,5,2,5,2,4,4,4,4,2,4,4,2,2,4,3,0,2,4,2,4,4,4,6,4,4,4,5,2,2,2,4,4,2,0,5,5,4,2,4,3,3,2,4,1,2,3,4,5,3,4,0,3,4,2,0,0,4,0,0,0,0,1,0,0,0,3
banker,4,2,4,5,4,2,4,4,3,4,2,4,2,2,4,4,0,3,3,4,4,1,4,4,4,2,2,4,4,2,2,3,4,4,5,0,4,5,3,4,4,5,5,4,4,4,2,4,4,4,4,4,1,4,4,2,4,4,2,3,0,2,2,2,0,3,4,3
bar,4,4,4,4,2,2,4,4,4,4,3,2,3,4,4,5,4,2,0,3,4,2,3,3,5,3,2,5,4,4,4,4,4,4,4,0,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,5,0,4,5,4,0,2,3,0,0,0,4,4,5,0,4,5
barbecue,1,2,3,5,3,3,1,5,4,5,4,4,3,2,4,4,4,4,2,5,2,3,4,1,5,2,2,2,1,2,4,5,4,4,3,0,4,2,4,4,4,4,4,4,4,5,4,4,4,5,2,4,0,2,5,0,3,0,5,0,0,0,0,2,1,0,4,4
baseball,2,5,4,4,3,4,2,5,5,4,4,4,4,4,4,4,2,3,0,2,2,4,4,2,2,5,2,5,3,3,2,4,4,5,4,0,4,4,4,2,4,4,5,4,4,4,3,4,2,6,1,4,3,4,4,2,0,0,3,2,0,0,0,2,0,0,2,4
battle,3,4,4,4,4,3,4,2,4,4,4,5,5,2,4,2,4,4,2,2,2,5,4,3,4,4,4,4,4,4,4,5,4,4,5,2,4,4,5,3,5,4,5,4,3,4,4,3,4,5,1,4,4,4,5,2,3,4,2,2,0,0,0,3,3,3,4,5
bay,4,2,5,4,4,2,1,4,4,3,4,4,4,4,4,4,3,4,4,2,3,4,2,3,6,3,4,4,4,2,4,4,5,4,4,0,3,4,4,4,4,4,5,4,5,4,4,5,5,4,4,4,0,4,0,2,0,3,4,4,0,0,0,3,0,4,5,3
beach,4,4,2,4,4,5,3,2,4,4,4,4,4,4,4,4,4,3,4,2,4,2,2,4,0,2,2,4,1,2,1,4,3,4,4,0,2,3,4,2,2,4,2,4,5,5,2,4,4,5,2,5,2,2,4,3,4,1,4,0,0,0,0,2,1,2,3,2
bed,2,4,4,4,5,3,2,3,4,5,4,4,4,3,2,6,2,3,3,2,4,2,2,2,4,2,0,4,2,1,0,2,4,4,5,0,2,4,4,4,4,3,2,4,4,4,4,4,4,4,3,5,1,4,4,0,4,0,0,0,0,0,0,2,0,0,4,2
bee,2,3,4,5,4,3,2,4,4,4,1,4,4,3,2,5,2,2,2,4,2,2,4,2,4,2,4,4,2,3,4,5,4,4,2,0,3,4,5,4,4,4,2,2,5,4,4,3,4,4,5,4,1,4,4,0,0,0,3,0,0,0,0,3,0,0,2,0
beer,2,5,4,4,4,2,3,2,5,0,4,3,4,4,4,0,2,3,0,0,4,3,4,0,2,4,0,4,1,1,4,4,4,5,4,0,2,4,4,4,4,4,3,2,4,3,5,4,3,4,0,5,2,2,2,0,2,2,4,2,0,3,0,2,0,0,0,4
belch,0,4,1,2,1,2,1,3,5,2,4,2,2,2,1,2,0,0,0,0,2,0,2,4,4,1,3,4,4,0,2,5,4,2,4,0,1,2,4,4,3,4,2,4,4,3,4,4,5,2,0,2,2,1,0,0,0,2,0,2,2,4,0,2,0,0,2,2
belief,3,3,4,3,2,4,4,5,4,4,5,4,5,2,4,2,3,4,3,2,4,3,2,2,3,0,2,5,5,4,3,2,4,3,4,2,2,4,5,4,4,3,2,4,4,3,4,5,5,5,2,4,5,5,4,2,4,4,2,2,1,1,4,4,4,2,3,5
bell,0,4,3,4,4,2,2,4,5,4,5,4,4,4,4,2,2,3,0,0,4,4,4,3,0,4,2,5,2,2,4,4,4,4,5,0,2,4,5,4,3,5,4,4,4,4,4,2,4,4,5,5,4,4,3,3,0,0,2,0,0,0,0,2,0,2,3,4
bicycle,4,5,4,4,4,2,3,5,5,5,4,5,2,2,2,4,2,3,3,0,4,2,3,2,4,4,2,5,4,2,0,4,4,4,4,0,2,5,4,4,5,5,2,4,5,1,2,2,5,4,2,1,3,2,4,2,2,0,0,0,0,0,0,2,1,0,0,4
big,2,5,2,4,2,4,2,4,5,4,2.,5,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,3,4,4,2,2,4,4,4,4,4,4,2,4,4,4,4,2,4,2,4,2,4,5,2,4,4,4,5,4,4,2,3,2,4,4,2,2,4,3,5,4
