Concept,Vision,Bright,Dark,Color,Pattern,Large,Small,Motion,Biomotion,Fast,Slow,Shape,Complexity,Face,Body,Touch,Hot,Cold,Smooth,Rough,Light,Heavy,Pain,Audition,Loud,Low,High,Sound,Music,Speech,Taste,Smell,Head,UpperLimb,LowerLimb,Practice,Landmark,Path,Scene,Near,Toward,Away,Number,Time,Duration,Long,Short,Caused,Consequential,Social,Human,Communication,Self,Cognition,Benefit,Harm,Pleasant,Unpleasant,Happy,Sad,Angry,Disgusted,Fearful,Surprised,Drive,Needs,Attention,Arousal
accident,4,3,4,4,4,6,4,4,4,4,4,4,5,"I'm happy to help! However, I don't see any ""thing"" mentioned in your prompt. Please provide the ""thing"" you're referring to, and I'll be happy to provide a rating from 0 to 6.",0,4,6,0,3,0,4,4,5,0,5,0,0,4,4,0,0,4,4,5,4,0,4,4,2,4,4,5,5,1,4,1,5,4,"Please go ahead and provide the ""thing"" you'd like me to evaluate. I'll respond with a number from 0 to 6.",4,0,5,"I'm happy to help! However, I must clarify that I'm an AI, I don't have personal views or self-image. I'm a program designed to provide information and assist with tasks, but I don't possess consciousness or personal opinions. Therefore, I would respond with a ""0"" since I don't have a self-image to relate to an accident or any other concept.",5,5,6,0,2,0,4,4,0,4,5,4,0,5,4
accordion,4,4,5,4,5,5,5,3,4,4,4,5,5,5,0,5,0,4,0,0,4,5,1,5,6,2,4,5,6,0,0,2,0,6,4,0,4,4,4,0,4,4,0,4,4,5,0,"I'm happy to help! However, I don't think you've provided the ""thing"" for me to evaluate. Could you please clarify or provide more context about what ""this thing"" refers to?",4,5,0,4,0,4,4,0,4,0,5,0,0,0,0,0,0,0,4,0
activist,4,5,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,4,4,4,4,2,0,0,5,4,4,4,2,4,4,2,0,4,5,4,4,4,5,2,2,4,5,4,5,6,6,0,5,"I'm happy to help! However, I must correct you - I'm an artificial intelligence language model, and I don't have a self-image or personal views. I exist solely to provide information and assist with inquiries. Therefore, I'd rate it a 0.",5,5,4,4,0,4,4,3,0,0,4,5,0,5,4
actor,4,5,4,3,4,4,4,4,(I'm waiting for your input...),5,5,4,4,"Please provide the ""thing"" you'd like me to evaluate.",0,4,4,4,"I'm happy to play along! However, I need more context about ""this thing"" to provide a response. Could you please clarify what ""this thing"" refers to?",0,4,3,4,4,0,6,0,5,2,4,3,4,4,6,5,0,4,4,4,3,4,4,4,4,4,4,3,4,"Please provide the ""thing"" or ""actor"" you'd like me to evaluate, and I'll respond with a number from 0 to 6.",5,0,6,"I'm just an AI, I don't have a self-image, so I'd rate this as a 0.",5,6,0,0,0,0,0,0,0,0,4,5,6,4,4
advantage,4,4,4,4,4,5,5,5,0,5,5,4,4,4,4,4,5,4,4,"I'm happy to help! However, I don't think we've discussed a specific ""thing"" yet, so I'm not sure how to respond. Could you please clarify or provide more context about the ""thing"" you're referring to?",6,4,4,0,0,0,"I'm happy to help! However, I think there might be some confusion. You didn't specify what ""this thing"" refers to. Could you please clarify or provide more context? I want to make sure I give you an accurate response.",5,0,4,4,4,4,4,5,0,4,4,2,5,4,4,4,4,5,4,4,4,5,5,0,5,4,5,6,4,4,5,5,0,0,0,4,2,5,5,5,5
advice,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,0,4,0,4,0,0,4,5,5,0,0,5,2,4,2,4,5,4,4,2,5,4,6,6,0,5,0,5,6,0,4,0,4,0,0,0,0,1,5,4,4,2
aggressive,4,5,4,4,4,5,4,3,5,5,2,4,4,4,Please provide the property.,4,5,4,0,5,2,4,4,5,5,5,4,5,4,4,4,4,5,4,4,0,4,4,4,4,4,4,4,5,4,4,4,4,4,5,0,4,"I'm happy to help! However, I must clarify that I'm an AI, and I don't have personal views, self-image, or emotions. I exist solely to provide information and assist with inquiries. Therefore, I'll respond with a 0, as this property doesn't apply to me.",5,2,5,0,3,4,4,5,4,4,4,5,4,5,5
agreement,4,4,4,4,4,4,4,0,2,4,4,2,5,0,0,0,0,0,0,0,4,4,1,4,0,0,0,4,0,3,0,0,5,4,1,0,2,4,2,4,4,4,5,2,5,4,4,4,4,6,0,6,4,6,4,0,4,0,5,0,0,0,0,0,4,0,4,3
airport,6,5,4,2,5,5,3,5,3,0,0,4,5,0,0,2,0,0,0,0,0,0,2,2,5,0,0,4,0,0,0,5,0,0,2,0,5,5,6,2,5,5,0,4,5,2,4,"This conversation has just started. Please provide the ""thing"" you're referring to, and I'll be happy to respond.",5,5,0,1,0,0,5,0,3,0,2,0,0,0,0,0,0,0,2,4
alligator,4,2,4,5,5,5,2,0,4,0,5,6,4,0,0,2,0,4,0,5,0,5,2,0,5,0,0,2,0,2,4,4,4,0,0,0,2,4,5,0,2,4,0,0,2,0,0,"I'm happy to help! However, I don't think you provided the ""thing"" you'd like me to consider. Please provide the context or the ""thing"" you'd like me to evaluate, and I'll do my best to provide a number from 0 to 6.",4,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,4,2
ambulance,6,5,4,5,4,5,4,6,2,5,4,5,4,0,0,2,4,4,0,0,4,5,5,5,6,5,6,6,2,0,0,4,0,0,0,0,2,5,5,2,4,5,5,2,4,2,5,5,5,5,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,5,4
analogy,5,4,3,4,4,0,5,4,4,5,5,4,4,0,0,4,4,0,0,0,5,0,4,0,0,4,0,4,0,2,4,4,4,5,4,0,2,6,4,4,0,4,0,3,4,1,4,4,4,4,0,6,4,5,5,0,4,0,0,0,0,0,0,0,5,6,5,4
angry,4,0,4,3,2,2,2,4,5,4,2,2,0,5,5,4,5,0,0,4,0,2,5,3,4,4,4,5,4,5,2,4,4,2,1,0,0,4,0,2,4,5,1,4,4,4,2,0,4,5,0,4,0,6,4,4,0,5,5,5,5,4,5,4,5,4,5,5
animosity,4,0,4,2,2,5,3,2,4,4,2,3,4,0,0,0,0,0,0,0,4,5,4,2,0,4,0,4,0,2,0,0,4,3,2,0,2,4,2,4,4,4,2,2,4,4,4,5,5,5,0,4,4,5,2,5,0,5,0,4,5,4,4,0,4,0,5,4
ant,4,4,"I'm happy to help! However, I need more context about ""this thing"" to provide a rating. Could you please clarify or provide more information about what you're referring to?",4,4,6,6,5,4,6,5,6,"I apologize, but you didn't provide ""this thing"" for me to evaluate. Please provide the object or image you'd like me to assess, and I'll be happy to provide a rating from 0 to 6.",6,0,4,0,0,6,0,5,2,0,0,0,0,0,4,0,5,4,4,0,5,5,0,4,4,5,4,4,4,5,4,4,5,5,4,(I'll wait for your input),4,0,5,0,5,4,0,4,0,0,0,0,0,0,0,4,0,4,0
apartment,6,4,3,4,4,0,4,0,0,0,0,5,"I'm happy to help! However, I don't think you provided any information about the ""thing"" you're referring to. Could you please provide more context or clarify what you mean by ""this thing""? That way, I can give you a more accurate answer.",0,0,2,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,4,5,5,0,2,4,0,5,5,0,4,4,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0
apology,4,4,4,2,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,4,3,2,4,0,0,0,5,2,2,0,0,5,2,0,0,0,0,2,3,3,5,4,2,4,4,4,5,5,6,0,6,4,5,5,0,3,0,0,0,0,0,0,0,2,0,2,0
applause,4,2,0,0,0,0,0,6,4,5,4,2,2,0,0,2,0,0,0,0,0,0,0,6,5,0,2,5,1,0,0,0,0,6,0,0,2,0,4,2,2,2,4,4,5,4,5,5,4,6,0,5,4,2,2,0,4,0,4,0,0,0,0,0,4,0,4,2
approached,4,4,4,4,4,4,4,4,4,4,5,4,3,5,4,0,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,4,0,4,5,4,4,5,5,5,4,5,5,4,5,5,5,5,6,0,5,6,0,5,0,5,4,4,0,4,4,5,5,0,0
apricot,5,5,2,5,4,0,5,0,0,0,0,4,4,0,0,2,0,0,4,2,4,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,2
arm,4,"I'm happy to help! However, I need more information about ""this thing"" you're referring to. Could you please provide more context or clarify what ""this thing"" is? That way, I can give you a more accurate answer.",0,4,4,"I'm happy to play along! However, I don't think we've established what ""this thing"" is, so I'm not sure how to answer. Could you please clarify what you're referring to?","I'm happy to help! However, I need to know what ""this thing"" refers to. Could you please provide more context or clarify what you're referring to?",4,4,0,3,5,"I'm happy to help! However, I don't think you've provided the ""thing"" you're referring to. Please provide the object, image, or concept you'd like me to evaluate, and I'll be happy to provide a rating from 0 to 6.",0,4,5,0,0,0,0,4,0,5,0,6,0,0,4,0,4,3,4,0,5,0,0,2,5,4,5,5,5,2,4,4,0,5,"I'm happy to help! However, I don't see any context or ""thing"" being referred to. Could you please provide more information or context about what you're asking about? I'll do my best to provide a response once I understand what you're referring to.",Waiting for the input...,5,0,5,0,4,5,0,0,0,0,0,0,0,0,0,4,"Does not apply, as I'm just a language model, I don't have personal relationships or dependencies.",5,0
army,3,4,4,4,4,4,5,6,3,4,4,5,4,"I'm happy to help! However, I don't think you've provided the ""thing"" for me to consider. Please provide the object or concept, and I'll be happy to give you a rating from 0 to 6.",6,0,0,0,5,0,5,2,4,0,4,0,0,5,0,2,0,5,0,1,4,0,4,4,4,0,3,5,2,0,5,4,5,4,Awaiting input...,5,0,5,0,5,4,0,0,0,0,0,0,0,0,0,4,0,4,3
arrested,5,4,4,4,3,5,4,4,2,5,4,5,0,5,5,1,4,5,4,4,5,4,4,4,5,2,4,4,4,5,0,2,0,1,0,0,5,4,5,4,4,5,4,2,4,5,4,5,5,4,6,6,0,5,0,4,0,0,0,4,5,4,5,4,5,5,5,0
