Concept,Vision,Bright,Dark,Color,Pattern,Large,Small,Motion,Biomotion,Fast,Slow,Shape,Complexity,Face,Body,Touch,Hot,Cold,Smooth,Rough,Light,Heavy,Pain,Audition,Loud,Low,High,Sound,Music,Speech,Taste,Smell,Head,UpperLimb,LowerLimb,Practice,Landmark,Path,Scene,Near,Toward,Away,Number,Time,Duration,Long,Short,Caused,Consequential,Social,Human,Communication,Self,Cognition,Benefit,Harm,Pleasant,Unpleasant,Happy,Sad,Angry,Disgusted,Fearful,Surprised,Drive,Needs,Attention,Arousal
accident,4,4,5,5,4,4,5,5,4,4,3,4,5,4,4,4,4,2,0,0,3,6,5,5,5,0,0,5,0,0,4,4,4,4,4,0,4,5,2,4,3,4,3,0,2,1,5,4,5,4,0,5,3,4,4,5,0,4,0,3,4,0,4,5,4,0,5,0
accordion,5,4,4,4,5,4,4,4,4,4,4,5,4,0,0,4,2,4,0,2,5,5,0,4,5,4,4,6,6,0,5,2,0,6,4,0,2,4,5,2,2,4,0,2,4,5,5,"I'm happy to help! However, I don't think you provided the ""thing"" you'd like me to evaluate. Please provide the ""thing"" or context, and I'll be happy to assist you.",4,4,0,4,0,0,4,0,4,0,5,0,0,0,0,0,0,0,4,0
activist,4,4,4,4,4,3,4,5,4,5,5,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,3,5,0,4,4,3,4,4,4,0,4,5,3,4,2,5,4,2,4,5,4,4,5,6,0,5,"I'm just an AI, I don't have a self-image or personal views, so I'll respond with...

0",4,5,4,4,0,3,2,3,0,2,2,5,0,5,5
actor,4,4,4,5,5,0,5,5,3,4,5,5,4,4,4,3,3,0,0,0,4,6,4,4,4,2,4,5,2,4,4,3,4,5,6,0,4,5,4,4,3,4,5,5,4,5,4,4,4,4,0,5,0,6,6,0,4,0,0,0,0,0,0,0,4,6,5,0
advantage,4,5,4,5,6,4,4,4,4,4,4,4,5,3,4,5,4,4,5,4,4,3,4,0,4,0,0,4,0,5,3,5,4,4,5,0,4,5,4,5,4,4,4,4,4,5,4,3,5,4,0,5,4,6,6,4,4,4,4,0,0,0,4,2,5,6,4,5
advice,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,0,2,0,4,0,0,5,4,5,0,0,5,2,4,3,4,5,2,4,2,4,4,5,5,0,6,0,5,5,0,5,0,4,0,0,0,0,0,5,5,5,1
aggressive,4,5,5,5,4,4,4,5,5,5,1,4,4,4,"I'm happy to help! However, I need you to provide the property you're referring to. Please provide the property, and I'll respond with a number from 0 to 6.",4,5,4,0,5,4,5,5,4,5,2,4,5,4,4,4,5,4,4,5,"I'm happy to help! However, I don't think you provided a property for me to evaluate. Please provide the property you'd like me to assess, and I'll be happy to give you a rating from 0 to 6.",4,5,0,4,4,4,5,4,4,5,4,"I'm happy to help! However, I don't think you've provided the ""this property"" you're referring to. Could you please clarify or provide more context? I'd be happy to assist you once I understand what you're asking about.",4,5,0,4,3,5,1,5,2,4,5,2,5,4,5,4,5,4,5,5
agreement,4,4,0,0,4,0,4,4,3,4,4,0,5,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,2,2,0,0,5,4,0,0,0,5,2,5,3,5,5,2,4,4,5,4,5,6,0,5,5,5,4,0,0,0,4,0,0,0,0,0,4,0,4,4
airport,5,5,4,2,4,5,5,5,4,4,0,5,5,0,0,0,0,0,0,0,0,0,2,2,5,0,0,4,0,0,0,5,0,0,0,0,5,5,6,2,4,5,0,4,5,4,4,0,4,4,0,2,0,0,4,0,4,3,3,0,0,0,0,0,0,0,2,4
alligator,5,1,5,5,5,5,0,0,4,4,4,5,4,0,0,4,0,2,2,6,0,4,4,0,5,5,0,4,0,0,4,5,4,0,0,0,2,4,5,0,3,3,0,0,4,0,0,"I'm happy to help! However, I don't think you've provided any context or information about the ""thing"" you're referring to, so I'll have to respond with a 0.",4,0,0,0,0,0,2,5,0,3,0,0,0,0,0,0,0,0,4,2
ambulance,6,5,3,5,5,5,5,5,4,5,5,5,4,0,0,3,4,0,0,0,4,5,5,6,5,5,6,5,2,2,0,4,0,0,0,0,2,6,5,2,4,5,5,1,4,0,4,5,4,5,0,2,0,0,6,0,0,0,0,2,0,0,0,0,0,0,5,4
analogy,4,3,4,4,4,0,4,3,4,5,4,4,4,0,4,5,0,0,0,0,4,0,0,2,4,0,0,4,0,5,0,4,4,4,4,0,2,5,4,4,2,4,3,2,4,3,4,4,4,2,0,6,4,6,5,0,4,0,4,0,0,0,0,0,4,5,4,4
angry,4,2,4,4,4,4,2,4,4,4,2,0,0,4,5,2,4,2,0,4,0,4,5,6,5,2,4,5,5,4,0,4,4,4,2,0,0,4,0,2,5,4,5,4,4,4,2,0,4,5,0,4,"I'm just an AI, I don't have personal feelings or self-image, so I would respond with a 0.",5,2,5,0,4,4,4,6,5,5,4,5,2,5,5
animosity,4,2,4,4,2,3,5,4,4,0,4,2,5,0,0,0,0,0,0,0,5,5,4,2,0,2,2,4,0,2,0,2,4,4,2,0,2,5,2,4,4,4,2,2,4,4,2,4,5,5,0,4,0,5,2,5,0,4,0,2,5,4,4,1,4,0,4,4
ant,5,4,"This conversation has just started. There is no ""this thing"" to evaluate. Please provide the thing you would like me to evaluate.",5,5,0,6,6,5,5,5,4,0,0,0,5,4,5,0,4,6,0,0,0,0,0,0,4,0,4,4,4,3,3,5,0,4,5,4,4,4,4,4,4,4,4,4,4,"I'm happy to play along! However, I don't see a ""thing"" for me to respond to. Could you please provide the thing you'd like me to evaluate?",5,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,5,5,0
apartment,5,"I apologize, but you didn't provide any context or description of the ""thing"" you're referring to, so I'm unable to give an answer. Please provide more information about what you're asking about.",3,3,4,0,4,0,0,0,0,4,4,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,5,0,0,0,0,5,4,5,6,0,2,4,0,5,5,0,4,3,2,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0
apology,4,3,4,0,0,0,4,0,0,0,4,2,4,0,0,0,0,0,0,0,4,4,2,4,0,0,0,4,0,2,0,0,5,4,0,0,0,0,2,4,4,4,2,2,4,4,4,5,5,6,0,6,4,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0
applause,2,2,0,0,0,0,0,5,4,5,4,2,1,0,0,2,0,0,0,0,4,2,0,5,6,0,2,6,2,0,0,0,0,6,0,0,2,0,5,2,5,4,4,4,4,4,5,5,4,6,0,5,4,2,0,0,4,0,4,0,0,0,0,0,5,0,4,4
approached,4,5,4,4,4,4,3,4,5,5,4,5,4,4,5,0,4,4,5,4,4,4,4,5,2,4,5,5,4,4,5,4,5,5,3,0,5,5,4,3,4,4,4,4,4,5,4,5,4,5,6,6,"I'm happy to help! However, I need more context about the action or activity you're referring to. Could you please provide more information or clarify what you're asking about? I'd be happy to provide a response once I understand the context.",6,6,0,4,0,5,4,4,0,4,5,5,5,0,0
apricot,6,5,2,5,5,0,4,0,0,0,0,4,"I'm happy to help! However, I don't see any ""thing"" or ""apricot"" to assess its visual complexity. Please provide the context or image you'd like me to evaluate.","I'm happy to play along! However, I need you to provide the ""thing"" you're referring to. Please share an image or describe the thing, and I'll respond with a number from 0 to 6.",0,2,0,0,4,4,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
arm,4,"I'm happy to help! However, I don't think you provided the ""thing"" you'd like me to assess. Please provide the object or concept you'd like me to evaluate, and I'll do my best to provide a rating from 0 to 6.",0,5,4,0,0,3,4,4,0,4,"I'm happy to help! However, I don't see any ""thing"" or ""arm"" being referred to. Could you please provide more context or clarify what you're asking me to evaluate? I'd be happy to assist once I have a better understanding of what you're asking.",0,5,4,0,5,0,0,5,4,4,0,5,0,0,4,0,5,6,5,0,5,0,0,4,5,4,6,5,5,5,4,5,6,4,"I'm happy to help! However, I don't think you provided the ""thing"" you'd like me to consider. Please provide more context or information about the event or situation you'd like me to evaluate, and I'll do my best to provide a numerical response.",NaN,4,0,5,0,5,5,0,3,0,0,0,0,0,0,0,4,0,4,0
army,4,4,4,6,4,5,4,3,4,4,5,5,0,"Please provide the ""thing"" you'd like me to evaluate.",0,5,0,0,0,0,5,2,3,4,4,0,0,5,0,0,0,5,0,2,2,0,4,5,5,4,5,5,2,4,5,5,5,4,"I'm happy to play along! However, I don't think we've established what ""this thing"" refers to. Could you please provide more context or clarify what you're referring to? I'd be happy to provide a response once I understand what ""this thing"" is.",5,0,5,0,4,6,4,2,0,0,0,0,0,0,0,2,0,4,4
arrested,4,4,5,4,3,4,4,4,2,4,4,4,5,4,4,2,4,4,5,4,4,4,4,5,5,4,4,5,4,4,4,5,0,0,0,0,4,5,4,4,4,5,4,4,4,5,4,5,5,4,6,5,0,5,4,5,0,4,0,4,4,5,4,4,4,5,5,0
artist,4,"I'm happy to help! However, I don't think you've provided enough context about what ""this thing"" refers to. Could you please provide more information or clarify what you're asking about?",NaN,4,4,4,4,3,5,4,4,5,5,4,4,2,0,3,0,4,5,4,4,4,4,0,4,4,4,4,5,4,5,5,4,0,4,4,4,5,5,4,4,2,4,5,4,4,5,5,0,5,0,6,4,0,4,0,4,3,0,0,0,5,4,6,5,5
asparagus,5,4,1,5,5,2,4,0,0,0,0,5,4,0,0,4,0,4,5,4,4,2,0,0,0,0,0,2,0,0,5,5,1,0,0,0,4,0,3,2,0,0,2,2,2,0,0,0,1,1,0,0,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0
ate,5,5,5,4,4,5,4,5,5,5,5,4,0,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,5,4,6,4,4,0,4,5,5,4,4,4,5,5,4,4,4,5,6,4,2,5,0,6,5,0,3,0,3,4,4,5,4,4,5,5,2,4
attribute,4,5,4, Waiting for input...,4,"I'm happy to play along! However, I don't think you've specified what ""this thing"" is. Could you please provide more context or clarify what you're referring to?",4,4,"Please provide the ""thing"" you'd like me to evaluate.",4,5,5,"I'm happy to help! However, I don't see what ""this thing"" refers to. Could you please provide more context or clarify what you're asking me to evaluate?",Waiting for your input...,"Please provide the ""thing"" you'd like me to evaluate.",4,4,4,0,"I'm happy to help! However, I need more context about ""this thing"" to provide an accurate answer. Could you please specify what ""this thing"" refers to?",4,"I'm happy to play along! However, I need to know what ""this thing"" refers to. Please provide the object or concept you'd like me to evaluate, and I'll respond with a number from 0 to 6.",4,5,4,4,3,4,6,5,4,4,4,4,4,0,5,5,4,4,4,5,4,4,5,5,4,5,5,4,0,6,"I'm happy to help! However, I think there might be some confusion. As a conversational AI, I don't have a self-image or personal views about myself because I am not a human entity with consciousness or self-awareness. I exist solely to provide information and assist with inquiries.

So, I would provide a response of 0, as I don't possess a self-image or personal views.",6,4,0,0,0,4,0,0,0,0,4,5,0,5,4
audience,4,4,"I'm happy to help! However, I need more context about ""this thing"" to provide a meaningful response. Please provide more information or clarify what you are referring to, and I'll do my best to assist you.",4,4,4,4,4,5,5,4,4,4,2,2,2,0,4,6,0,5,0,4,5,5,0,0,5,0,4,4,4,5,4,4,0,4,5,4,4,2,4,4,4,4,4,4,5,5,6,0,5,4,5,5,0,5,0,5,0,0,0,0,2,4,6,5,4
author,4,4,4,4,4,0,4,4,4,4,5,5,4,0,0,4,0,0,0,0,4,3,4,4,0,0,0,5,3,4,5,4,5,5,4,0,2,5,5,4,4,4,4,4,4,4,4,4,5,5,0,6,4,6,5,0,3,0,5,0,0,0,0,0,0,0,5,0
avalanche,4,3,4,4,4,5,0,4,4,6,3,5,4,0,0,0,0,5,0,0,4,5,2,2,6,3,0,4,0,2,0,4,0,0,0,0,2,5,5,0,3,4,2,2,4,2,5,4,6,2,0,4,1,4,0,5,0,0,0,0,0,0,4,4,4,0,5,5
awe,3,4,4,3,4,4,4,4,4,4,4,4,4,0,0,0,0,4,0,0,4,0,2,1,0,3,0,5,0,0,0,5,2,0,0,0,1,4,4,4,3,4,0,2,4,2,5,4,4,4,0,5,0,5,4,4,4,0,4,1,0,0,2,4,5,0,5,5
axe,4,6,0,5,4,4,4,0,4,4,0,6,"I'm happy to help! However, I need more information about what ""this thing"" refers to. Could you please provide more context or clarify what you're referring to?",0,0,5,4,4,0,6,2,5,4,4,5,5,4,4,0,4,0,4,0,6,0,0,0,4,4,0,4,4,0,0,5,0,0,4,6,1,0,2,0,5,4,4,4,0,0,0,0,0,0,0,4,0,5,0
