Concept,Vision,Bright,Dark,Color,Pattern,Large,Small,Motion,Biomotion,Fast,Slow,Shape,Complexity,Face,Body,Touch,Hot,Cold,Smooth,Rough,Light,Heavy,Pain,Audition,Loud,Low,High,Sound,Music,Speech,Taste,Smell,Head,UpperLimb,LowerLimb,Practice,Landmark,Path,Scene,Near,Toward,Away,Number,Time,Duration,Long,Short,Caused,Consequential,Social,Human,Communication,Self,Cognition,Benefit,Harm,Pleasant,Unpleasant,Happy,Sad,Angry,Disgusted,Fearful,Surprised,Drive,Needs,Attention,Arousal
accident,5,0,0,0,0,0,5,0,0,4,0,5,0,0,0,4,4,0,0,0,0,0,5,2,4,0,0,4,0,0,6,5,4,6,6,0,4,4,4,1,3,5,5,0,3,0,5,0,0,3,0,4,0,4,2,4,0,4,0,0,0,0,0,6,2,0,4,0
accordion,6,4,3,2,5,4,3,6,2,4,4,6,4,0,0,4,0,0,3,1,6,4,0,5,5,4,6,6,4,2,0,4,5,6,5,0,4,6,4,0,4,4,0,3,3,3,6,4,3,4,0,2,0,0,4,0,4,0,5,0,0,0,0,0,0,0,2,2
activist,4,6,3,5,4,4,0,4,0,0,4,4,4,0,0,0,3,5,0,0,0,0,4,4,5,6,2,4,3,5,3,5,4,2,1,0,2,0,4,0,3,2,4,5,4,2,4,4,0,5,2,4,0,4,4,3,4,0,4,0,5,0,2,4,5,0,4,5
actor,5,4,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,1,2,0,5,0,0,6,0,6,2,0,0,0,5,4,4,0,4,0,4,4,6,0,4,4,0,6,0,4,4,6,4,0,0,4,0,1,0,0,0,4,5,0,5,3
advantage,5,4,0,4,0,4,0,0,0,4,0,0,0,0,4,0,0,6,0,0,0,0,5,4,4,0,4,5,3,4,3,5,4,2,0,0,4,5,5,0,4,5,5,4,4,0,4,0,6,4,4,4,0,5,6,0,4,0,4,0,0,0,2,3,5,5,6,2
advice,4,2,1,4,2,0,4,0,2,0,4,0,0,0,0,0,0,0,0,0,5,0,2,4,6,0,0,5,0,5,0,0,4,3,0,0,1,4,0,5,4,4,0,3,3,0,2,0,0,6,4,6,0,6,5,0,2,4,4,0,0,0,0,0,6,0,4,4
aggressive,0,4,4,4,5,0,6,0,4,5,0,4,0,0,4,6,5,4,1,5,5,4,1,5,6,0,6,4,5,5,0,0,0,4,6,0,2,5,2,2,4,4,4,4,3,4,4,0,0,6,1,4,0,4,0,5,2,3,3,0,4,4,4,4,4,5,4,4
agreement,2,4,4,0,0,4,2,0,0,5,0,0,4,0,0,0,5,5,0,0,4,4,4,4,4,4,0,5,0,2,0,6,4,4,3,0,6,5,0,6,4,4,3,4,2,5,4,0,0,6,0,6,0,5,4,0,0,0,4,0,0,0,0,0,5,5,4,5
airport,5,4,4,4,5,4,4,6,3,5,0,5,5,0,0,0,0,4,0,0,0,1,4,3,5,0,0,5,0,0,0,4,0,0,0,2,5,2,6,6,0,6,2,4,4,3,2,4,5,4,0,2,0,2,4,0,3,0,2,0,1,0,0,0,1,0,2,3
alligator,4,0,5,5,6,6,0,4,0,0,6,5,3,0,0,4,0,5,0,4,0,5,4,0,3,0,0,4,0,0,4,4,5,0,0,0,3,6,5,0,4,5,0,0,0,0,4,0,4,0,0,1,0,5,2,4,0,0,0,0,0,0,0,2,0,0,2,4
ambulance,6,4,4,6,5,4,5,4,5,6,6,6,4,0,0,3,6,4,0,0,3,6,4,2,5,6,6,6,3,0,0,4,0,0,0,0,2,4,5,1,2,4,4,2,3,0,6,4,3,4,0,0,0,0,6,0,0,0,0,1,0,0,2,0,0,0,4,2
analogy,4,4,0,0,4,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,4,0,1,4,0,0,2,4,2,4,0,0,2,0,6,0,4,5,0,6,4,5,0,1,4,3,2,0,0,3,0,6,0,6,5,0,0,0,4,0,0,0,0,0,4,5,4,2
angry,0,0,0,4,6,2,4,4,3,5,4,2,0,3,1,3,4,5,0,4,0,2,0,0,5,5,4,3,4,5,0,5,4,5,2,5,5,0,0,2,0,4,0,2,4,0,0,0,6,4,0,4,0,6,4,4,0,5,1,4,6,4,4,4,5,0,5,5
animosity,4,0,4,5,4,5,4,4,0,3,5,3,0,6,0,2,0,0,0,0,1,5,5,4,6,0,0,4,0,0,0,4,4,4,3,0,2,5,3,0,1,4,0,3,4,5,3,4,6,5,0,5,0,5,1,5,0,4,0,6,6,5,2,0,5,0,4,5
ant,4,0,0,4,0,0,6,0,3,5,5,5,2,0,4,4,3,0,6,6,0,0,4,2,0,0,2,4,2,0,2,5,4,4,6,0,3,3,4,4,0,6,5,0,5,4,0,0,4,0,6,4,0,6,4,0,0,0,4,0,0,0,0,6,0,0,4,4
apartment,5,4,0,4,5,5,5,0,4,0,0,5,4,0,0,2,4,5,6,0,4,2,1,0,6,0,0,1,0,0,0,5,0,0,0,0,6,4,5,4,2,0,4,2,2,6,0,0,6,2,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0
apology,2,3,4,4,4,3,4,1,0,0,3,2,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,2,0,4,0,0,4,4,1,0,0,3,4,0,4,4,0,3,4,4,5,5,6,5,6,6,0,5,5,0,3,0,0,4,0,0,0,0,0,0,4,0
applause,4,4,4,0,4,4,3,6,4,5,4,4,3,0,0,4,0,0,0,0,6,0,0,6,6,0,4,5,5,0,0,0,2,5,0,0,1,0,5,1,4,4,2,4,4,0,4,5,5,5,0,6,0,1,5,0,4,0,5,0,0,0,0,0,0,0,4,5
approached,3,0,0,0,4,5,4,2,4,4,4,0,0,4,4,5,0,0,5,5,0,4,4,5,0,0,0,0,4,3,0,0,4,0,0,0,6,4,0,6,0,4,4,4,5,6,4,4,0,6,6,6,0,5,5,0,4,0,0,1,0,0,3,5,4,4,2,0
